Ｂ超,Bb06
袋鼠,Bi08
袋子,Bp11
待,Jc05
待办,Hc01
待查,Hc18
待承,Hi08
待到,Kb02
待机,Hi07
待价而沽,He03
待嫁,Ie07
待考,Hi07
待客,Hi08
待命,Hj02
待人,Hi08
待人接物,Hi01
待续,Hi07
待业,If07
待遇,Hi08
待援,Hi36
待战,Hi07
待字,Ie07
待字闺中,Ie07
逮,Kb02
逮捕,Hm05
逮住,Hm05
怠惰,Ee24
怠工,Hj11
怠慢,L05
耽,Gb09
耽搁,Ie15
耽误,Ie15
担,Dn10
担保,Ka15
担待,Gb18
担担面,Br05
担当,Hj24
担负,Hj24
担架,Bo23
担架队,Di10
担肩胛,Hj24
担惊受怕,Ga16
担任,Hj24
担心,Gb19
担忧,Ga02
担子,Ba09
丹,Ec01
丹陛,Bn10
丹参,Bh08
丹诚,Df02
丹寸,Df02
丹顶鹤,Bi12
丹毒,Dl01
丹方,Dk15
丹府,Df02
丹桂,Bh08
丹剧,Dk29
丹荔,Bh07
丹麦,Di02
丹青,Hg19
丹青能手,Al01
丹若,Bh07
丹砂,Bm04
丹书,Dk14
丹田,Bk14
丹霞,Bf04
丹宵,Cb07
丹心,Df02
丹阳,Cb25
丹朱,Ec01
丹墀,Bn10
单,Bp19
单摆,Bo03
单瓣,Eb02
单帮,Ae09
单薄,Ed19
单倍体,Ba02
单被,Bp28
单比,Dn07
单比例,Dk02
单产,Dn03
单车,Bo21
单程,Dn02
单传,Ie01
单纯,Ka07
单纯词,Dk06
单纯林,Bh01
单词,Dk06
单打,Dd06
单单,Ka07
单刀,Bo09
单刀直入,Ee04
单调,Ed42
单丁,Ah14
单独,Ka23
单耳刀儿,Dk05
单耳旁儿,Dk05
单发,Dd06
单方,Dk15
单方〔面〕,Dd05
单方面,Dd05
单峰驼,Bi05
单干,Hj11
单干户,Ag03
单杠,Bp12
单个,Dn04
单个儿,Ka23
单根独苗,Ah14
单鼓,Dk29
单褂,Bq03
单轨,Cb27
单寒,Ed26
单簧管,Bp13
单机,Bo01
单季稻,Bh05
单家,Di05
单价,Dj02
单间,Bn03
单间儿,Bn03
单晶体,Ba01
单精度,Dn01
单据,Bp19
单句,Dk06
单孔目,Dk09
单口相声,Dk30
单裤,Bq03
单利,Dd03
单立人,Dk05
单立人儿,Dk05
单门,Di05
单门独户,Di05
单面,Bc02
单名,Dd15
单名数,Ed04
单宁酸,Ba06
单皮,Bp13
单篇,Dk19
单铺,Cb01
单骑,Fb03
单枪匹马,Ef05
单亲,Dd06
单人床,Bp27
单人独马,Ef05
单人旁儿,Dk05
单人舞,Dk29
单弱,Ed19
单色,Bg06
单色光,Bg03
单身,Ka23
单身汉,Ag03
单生花,Bh11
单式编制,Di09
单数,Dn03
单瘫,Ib16
单体,Ba01
单条,Dk31
单位,Di09
单细胞,Ba02
单弦,Dk30
单弦儿,Bp13
单线,Cb27
单相思,Df05
单项,Dd05
单项式,Dk02
单向,Dd05
单鞋,Bq05
单斜层,Cb01
单行本,Dk20
单行线,Cb23
单性,Dd01
单性花,Bh02
单眼,Bk03
单眼皮,Bk10
单一,Ed35
单衣,Bq03
单音词,Dk06
单于,Af05
单元,Dn03
单质,Dd12
单子,Bp28
单字,Dk06
单鹄寡凫,Ag03
郸城,Di02
掸,Fa01
掸帚,Bp02
掸子,Bp02
胆,Bk14
胆颤,Ga16
胆颤心惊,Ga16
胆大,Ee13
胆大包天,Ee13
胆大如斗,Ee13
胆大妄为,Ee11
胆大心细,Ee28
胆大心小,Ee28
胆矾,Ba01
胆敢,Gc01
胆固醇,Dd10
胆管,Bm07
胆寒,Ga16
胆红素,Dd10
胆碱,Ba06
胆力,De03
胆量,De03
胆绿素,Dd10
胆略,De03
胆囊,Bk14
胆瓶,Bp06
胆破心惊,Ga16
胆气,De03
胆怯,Ee13
胆色素,Dd10
胆石病,Dl01
胆识,Dk02
胆识过人,Ee17
胆酸,Ba06
胆小,Ee13
胆小鬼,Ak02
胆小怕事,Ee13
胆小如鼠,Ee13
胆虚,Ee13
胆战心惊,Ga16
胆胀瘟,Dl01
胆汁,Bl02
胆子,De03
旦,Ae17
旦角,Ae17
旦角儿,Ae17
旦日,Ca28
旦夕,Ca29
旦夕祸福,Da09
旦昼,Ca28
氮,Bg05
氮肥,Bm18
氮气,Bg05
但,Kc03
但凡,Kc06
但是,Kc03
但书,Dk23
惮,Ga16
淡,Ef02
淡巴巴,Ec10
淡巴菰,Br14
淡薄,Ed17
淡泊,Ee32
淡菜,Bi16
淡淡,Ee33
淡而无味,Ec10
淡红,Ec01
淡化,Ed17
淡黄,Ec01
淡灰,Ec04
淡季,Ca20
淡蓝,Ec02
淡绿,Ec02
淡漠,Ee33
淡青,Ec02
淡青色,Ec02
淡然,Ee33
淡然处之,Gb21
淡色,Bg06
淡水,Bg01
淡水湖,Be06
淡水鱼,Bi14
淡天刷墨,Ia02
淡旺季,Ca20
淡忘,Gb07
淡雅,Ec06
淡月,Ca21
淡竹,Bh01
淡妆,Dc03
淡妆浓抹,Dc03
淡赭,Ec03
诞辰,Ca26
诞生,Ib01
弹,Hh04
弹拨乐器,Bp13
弹词,Dk30
弹道,Cb27
弹道导弹,Bo31
弹道式导弹,Bo31
弹弓,Bp35
弹冠,Ga01
弹冠相庆,Hi10
弹簧,Bo03
弹簧秤,Bo18
弹簧垫子,Bp30
弹簧钢,Bm02
弹簧门,Bn04
弹簧锁,Bo03
弹尽粮绝,Ef08
弹壳,Bo28
弹坑,Cb22
弹库,Bn17
弹力,Dd14
弹力呢,Bq01
弹力袜,Bq06
弹弄,Fa34
弹片,Bo28
弹琴,Hh04
弹射,Hi21
弹头,Bo28
弹涂鱼,Bi14
弹丸,Bo28
弹丸之地,Cb08
弹无虚发,Ed12
弹性,Dd01
弹性模量,Dn03
弹性体,Ba01
弹压,Ha05
弹药,Bo28
弹指之间,Eb25
弹着点,Cb08
弹子,Bb04
弹子房,Dm07
弹奏,Hh04
弹劾,Hm01
蛋,Bl05
蛋白,Bl05
蛋白酶,Dd10
蛋白尿,Dl01
蛋白石,Bm04
蛋白质,Ba01
蛋白胨,Ba01
蛋粉,Bb02
蛋糕,Br09
蛋羹,Bg01
蛋黄,Bl05
蛋品,Dd06
蛋青,Ec02
蛋清,Bl05
蛋松,Br03
蛋子,Bb04
当,Jb01
当ｄａｎｇ头,Ba02
当班,Hc29
当兵,Hj22
当兵的,Ae10
当差,Af02
当场,Cb28
当场出彩,If05
当朝,Ca02
当成,Ja01
当初,Ca31
当代,Ca02
当道,Af08
当地,Cb15
当地人,Ad03
当东道主,Hj46
当断不断,Ga11
当儿,Cb22
当风,Ka25
当归,Bh08
当国,Ha03
当好,Hj24
当和事佬,Hi45
当机立断,Ee12
当即,Ka08
当家,Ha03
当家的,Am01
当家作主,Hc09
当间儿,Cb04
当今,Af05
当紧,Ed28
当局,Dm01
当局者迷,Ee14
当空,Cb07
当口儿,Ca04
当量,Dn03
当令,Ed49
当路,Af08
当面,Cb06
当面锣,背面鼓,Ed44
当面锣,对面鼓,Ed44
当面锣对面鼓,Hi31
当面一套，背后一套,Ee05
当年,Ca31
当票,Bp19
当铺,Dm04
当起,Hj24
当前,Ca10
当权,Ha03
当权派,Di10
当然,Ka32
当仁不让,Ee23
当日,Ca23
当上,Hj24
当时,Ca31
当世,Af08
当事人,Aa01
当事者,Aa01
当天,Ca23
当头,Ka25
当头棒喝,Fc10
当头一棒,Hg04
当途,Af08
当晚,Ca29
当务之急,Da01
当下,Ca31
当先,Ie11
当心,Cb04
当行出色,Ed04
当选,If09
当腰,Cb04
当夜,Ca29
当冤大头,If10
当真,Gb14
当政,Ha03
当之无愧,Ga08
当值,Hc29
当中,Cb04
当中间儿,Cb04
当众,Ed44
当轴,Af08
当轴处中,Dd09
当着,Ed44
当子,Cb22
当做,Ja01
当作,Ja01
当垆,He03
当啷,Kf08
挡,Bc05
挡板,Bm07
挡潮闸,Bn14
挡车工,Ae02
挡横儿,Hi53
挡驾,Hi53
挡箭牌,Db04
挡路,Hi53
挡泥板,Ba05
挡住,Id03
挡子,Bc05
党,Di10
党报,Dk21
党参,Bh08
党代表,Aj13
党的基本路线,Dg07
党阀,Ak03
党法,Di25
党费,Dj08
党风,Di14
党纲,Dk10
党规,Di24
党棍,An04
党籍,Dd16
党纪,Di25
党纪国法,Di25
党禁,Hc17
党刊,Dk21
党课,Dn08
党魁,Af10
党龄,Ca14
党内,Cb05
党派,Di10
党票,Bp19
党旗,Bp20
党群,Aa01
党史,Da07
党同伐异,Hi58
党徒,Aj07
党团,Di10
党团员,Aj07
党外,Cb05
党委,Di09
党委会,Dm01
党委制,Di09
党务,Da01
党小组,Di09
党校,Dm05
党性,Dd01
党羽,Aj07
党员,Aj07
党章,Di24
党政,Di07
党政代表团,Di10
党政军,Dd15
党证,Bp19
党支部,Di09
党中央,Dm01
党总支,Di09
党组,Di09
党组织,Di10
党锢,Hc17
荡,Id01
荡荡,Ea04
荡涤,Jd10
荡妇,Ak08
荡检逾闲,Ee43
荡平,Ha05
荡气回肠,Ed40
荡然无存,Jd08
荡人心腑,Ed40
荡析,Ie10
荡漾,Id12
荡舟,Hf03
荡子,Ak09
档,Dn08
档案,Dk17
档案馆,Dm05
档次,Dd06
档儿,Dn08
档级,Dd06
档子,Dn08
刀,Bo09
刀把,Bo25
刀把儿,Di21
刀把子,Di21
刀背,Bo09
刀笔,Di19
刀笔吏,Ae12
刀币,Dj05
刀兵,Bo27
刀柄,Bc04
刀叉,Bp05
刀豆,Bh06
刀儿,Bo09
刀法,Db09
刀锋,Bo09
刀斧手,Ae12
刀耕火种,Hd17
刀光剑影,Ef10
刀具,Bo02
刀锯,Bo11
刀口,Bo09
刀马旦,Ae17
刀片,Bo09
刀枪,Bo27
刀枪入库，马放南山,Ga13
刀刃,Bo09
刀山火海,Cb19
刀山剑林,Ef08
刀伤,Dl02
刀书吏,Bp16
刀术,Dk30
刀削面,Br05
刀子,Bo09
刀螂,Bi18
捣,Fa01
捣蛋,Hj57
捣鼓,Fa34
捣鬼,Hi49
捣毁,Jd08
捣乱,Hj57
捣腾,Fa30
蹈,Fb02
蹈常袭故,Ee39
蹈海,Hj52
蹈虎穴,Hj17
蹈袭,Hj28
倒,He03
倒班,Ih02
倒板,Dk29
倒绷孩儿,Ee28
倒闭,If22
倒不如,Kc04
倒彩,Fc10
倒仓,Ib19
倒插,Fa12
倒插门,Hj51
倒插门的,Ah15
倒茬,Hd18
倒车,Ih02
倒持泰阿,If14
倒刺,Bk10
倒打一耙,Hi40
倒反,Ka33
倒凤颠鸾,Ib09
倒伏,Id07
倒戈,Ha07
倒阁,Ha03
倒挂,Fa13
倒挂八字眉,Bk12
倒挂金钟,Id07
倒果为因,Hj66
倒过儿,Id07
倒海翻江,Ed21
倒好儿,Hi42
倒换,Hi27
倒嚼,Fc06
倒立,Fd07
倒流,Id11
倒卵形,Dc01
倒轮闸,Bo03
倒卖,He03
倒霉,If03
倒七戏,Dk29
倒嗓,Ib19
倒是,Ka33
倒手,He03
倒数,Dn03
倒算,Ha06
倒算法,Db09
倒算帐,He12
倒塌,Id05
倒台,Ha03
倒腾,Fa30
倒替,Ka24
倒贴,Fa20
倒头,Id07
倒退,Ie12
倒胃口,Gb10
倒下,Id05
倒行逆施,Di20
倒休,Hj32
倒悬,Id07
倒仰儿,Fd05
倒爷,Ae09
倒影,Bg03
倒运,Hf05
倒栽葱,Fd05
倒灶,If03
倒帐,Dj08
倒置,Id07
倒转,Ka33
倒装,Id07
倒座,Cb01
岛,Be02
岛国,Di02
岛弧,Be02
岛礁,Bm04
岛上,Be02
岛屿,Be02
祷,Gb04
祷告,Hk01
祷文,Dk19
祷祝,Hi10
导,Hg02
导板,Dk29
导报,Dk21
导标,Bp20
导磁率,Dn07
导弹,Bo31
导弹艇,Bo22
导电,Ie01
导管,Bm07
导轨,Cb27
导航,Hf04
导护,Hi37
导火索,Bp25
导火线,Db01
导坑,Cb22
导轮,Bo25
导论,Dk12
导纳,Hg15
导热,Ie01
导师,Ae13
导体,Ba01
导线,Bp04
导向,Cb01
导言,Dk22
导演,Ae17
导演助理,Ae17
导扬,Hc12
导游,Hg02
导源,Ja05
导致,Je04
到,Hf08
到差,Hc27
到场,Hj20
到处,Cb09
到达,Hf08
到底,Ka31
到点,Ie16
到顶,Ka06
到更,Ka04
到官,Hc27
到会,Hj20
到会者,Aj12
到货,Hf08
到家,Ed11
到来,Hj63
到了,Hf08
到期,Ie16
到任,Hc27
到时,Ie16
到手,Je12
到头,Ka06
到头来,Ka13
到位,Ie14
到职,Hc27
稻,Bh05
稻草,Bh03
稻谷,Bh05
稻糠,Bh13
稻米,Br01
稻树,Bh01
稻穗,If26
稻田,Bn12
稻瘟病,Dl01
稻秧,Bh12
稻种,Bh13
稻子,Bh05
悼,Gb06
悼辞,Dk06
悼词,Dk19
悼念,Gb06
悼亡,Gb06
道,Hi14
道…不…,Ed06
道白,Dk11
道班,Di10
道别,Hi12
道不拾遗,Ee41
道岔,Ed56
道场,Da01
道出,Hi14
道道,Bg09
道道儿,Db09
道德,De01
道地,Ed01
道乏,Hi29
道法,Db09
道高一尺，魔高一丈,Eb04
道格拉斯,Dd15
道姑,Am02
道观,Bn24
道好,Hi10
道号,Dd15
道贺,Hi10
道家,Di12
道教,Di12
道教徒,Am02
道经,Dk24
道具,Ae17
道口,Cb20
道劳,Hi29
道理,Db06
道林纸,Bp17
道路,Bn11
道路以目,Ed23
道貌岸然,Ee05
道门,Di12
道木,Bm03
道袍,Bq03
道破,Hi14
道歉,Hi30
道情,Dk30
道人,Am01
道士,Am02
道听途说,Da19
道统,Dk02
道徒,Am02
道喜,Hi10
道谢,Hi29
道学,Dk02
道学气,Dc04
道学先生,Ak10
道义,De01
道院,Dm01
道子,Bg09
盗,An03
盗案,Da03
盗犯,An02
盗匪,An03
盗汗,Ib08
盗寇,An03
盗窟,Cb29
盗魁,An03
盗卖,He03
盗名欺世,Hj58
盗墓,Hn03
盗窃,Hn03
盗窃犯,An03
盗窃国柄,Ha06
盗权,Ha06
盗首,An03
盗用,Hj28
盗贼,An03
德,De01
德才兼备,Al03
德高望重,Ed25
德国,Di02
德黑兰,Di03
德律风,Bo04
德配,Ah08
德望,Da26
德文,Dk05
德行,De01
德意志,Di02
德语,Dk06
德育,Dk01
德育课,Dk03
德泽,Da11
德政,Di08
德智体,De01
得,Ib10
得病,Ib10
得不偿失,If25
得步进步,Hj67
得逞,If22
得宠,If12
得出,Je12
得寸进尺,Ee41
得当,Ed49
得到,Je12
得道,Hk03
得道多助,Ee19
得得,Kf11
得多,Kd01
得法,Ed12
得分,Je12
得过且过,Ee23
得计,If22
得奖,If11
得劲,Ga06
得救,If20
得亏,Ka26
得来,Je12
得来全不费功夫,Je12
得利,If24
得力,Ee17
得了,Ig01
得陇望蜀,Ee41
得其所哉,Ed49
得人,Ed49
得色,Dc04
得胜,If21
得胜回朝,Hf07
得失,Dd03
得时,If03
得势,If12
得手,If04
得数,Dn03
得体,Ed49
得天独厚,Ed03
得心应手,Jc01
得幸,If03
得样儿,Eb30
得宜,Ed49
得以,Gc02
得意,Ga04
得意门生,Ae13
得意忘形,Ga04
得意扬扬,Ga04
得意洋洋,Ga01
得益,If02
得用,Ed47
得鱼忘筌,Ee44
得知,Gb08
得志,If06
得罪,Hi50
的,Bo29
的当,Ed49
的话,Kd05
的卡,Bp18
的确,Ka30
的确良,Bm12
的士,Bo21
蹬,Fb02
蹬技,De04
蹬腿,Fb02
灯,Bp01
灯标,Bp20
灯彩,Bp01
灯草,Bh03
灯光,Ae17
灯红酒绿,Ee26
灯虎,Dk06
灯花,Bg03
灯会,Di23
灯火,Bg03
灯节,Ca25
灯具,Bo01
灯壳,Bc02
灯亮儿,Bp01
灯笼,Bp01
灯笼椒,Bh06
灯笼裤,Bq03
灯谜,Dk06
灯苗,Bc05
灯泡,Bp01
灯片,Bp15
灯伞,Bp01
灯市,Cb28
灯丝,Bm12
灯塔,Bn20
灯台,Bp01
灯台树,Bh09
灯头,Bp01
灯夕,Ca25
灯戏,Dk29
灯芯绒,Bq01
灯心,Bp01
灯心草,Bh03
灯心绒,Bq01
灯影,Bg03
灯油,Bm09
灯语,Dk04
灯盏,Bp01
灯罩,Bp01
灯罩子,Bp01
灯柱,Bn06
灯座,Bc05
登,Jd03
登岸,Hj62
登报,Hc15
登场,Hh01
登程,Ig01
登大宝,Ha03
登第,If09
登峰造极,Ed04
登高,Fb01
登高一呼,Hc13
登革热,Dl01
登鬼录,Ib03
登基,Ha03
登机,Hj64
登极,Ha03
登记,Hc15
登记卡,Bp18
登记员,Aa01
登科,If09
登临,Hj48
登陆,Hb02
登陆舰,Bo30
登陆艇,Bo30
登陆战,Di11
登门,Hi02
登攀,Fd08
登山队,Di10
登山运动,Hg06
登上,Hj64
登时,Ka08
登台,Hh01
登堂入室,Hj64
登徒子,Ak09
登载,Jd03
登帐,He12
登字头儿,Dk05
登遐,Ib03
等,Dn08
等比级数,Dn03
等比数列,Dk02
等边三角形,Dc01
等差,Di16
等差级数,Dn03
等差数列,Dd07
等次,Dd07
等待,Hi07
等到,Kb02
等等,Kd01
等第,Di16
等而下之,Ed06
等分,Hj30
等份,Dn08
等高线,Cb23
等高种植,Hd20
等号,Dk04
等候,Hi07
等会儿,Ca12
等积形,Dc01
等级,Di16
等级品,Ba04
等级赛,Hh07
等价,Jb01
等价物,Ba01
等角,Cb23
等离子,Ba01
等离子态,Dc01
等离子体,Ba01
等量齐观,Gb21
等人,Hi07
等深线,Cb23
等式,Dc01
等衰,Di16
等速运动,Id14
等同,Jb01
等外,Ed06
等外品,Ba04
等温,Jb01
等温线,Cb23
等闲,Ed04
等闲视之,Gb21
等效电路,Cb27
等压线,Dd13
等腰,Jb01
等腰三角形,Dc01
等因奉此,Dk17
等于,Jb01
等值线,Cb23
等着,Hi07
瞪,Fc04
瞪眼,Ic07
凳,Bp26
凳子,Bp26
邓,Dd15
邓小平,Af10
邓选,Dk19
邓颖超,Af11
堤,Bn14
堤岸,Bn14
堤坝,Bn14
堤防,Bn14
堤埂,Bn12
堤坡,Bn14
堤围,Bn14
堤堰,Bn14
堤垸,Bn14
低,Jb05
低昂,Ih06
低凹,Ea10
低标号,Di16
低产,Dn03
低产田,Bn12
低唱,Hh04
低潮,Bf07
低沉,Ga05
低垂,Id01
低档,Ed06
低等,Ed06
低等动物,Ba02
低地,Be01
低调,Bg07
低估,Gb03
低谷,Be04
低缓,Ed15
低回,Ga14
低级,Ed06
低贱,Ed26
低空,Ea02
低栏,Bn10
低廉,Ed27
低劣,Ed03
低率,Dn07
低落,Ih06
低能,Ee17
低能儿,Al04
低年级,Di16
低频,Dd05
低平,Ea02
低气压区,Dd05
低热,Ib14
低人一等,Ed26
低三下四,Ee34
低烧,Dl01
低声,Bg07
低声波,Bg02
低声低气,Eb16
低声细语,Hi12
低声下气,Ee34
低首,Fc01
低首下心,Ee34
低碳钢,Bm02
低头,Fc01
低洼,Ea10
低微,Ed26
低纬度,Dd13
低温,Dn01
低下,Ea02
低下三四,Ed26
低压,Dd14
低音,Bg07
低音提琴,Bp13
低于,Ea02
低语,Hi12
低云,Bf02
滴,Id10
滴虫,Bj01
滴答,Id10
滴滴答答,Id10
滴滴涕,Br13
滴定管,Bm07
滴管,Bm07
滴剂,Br13
滴里嘟噜,Ed36
滴沥,Kf06
滴溜儿圆,Ea13
滴溜溜转,Id15
滴水,Bm06
滴水不漏,Ed11
滴水成冰,Eb26
滴水穿石,Ee25
滴水瓦,Bm06
迪斯科,Hh04
敌,Aj01
敌百虫,Br13
敌敌畏,Br13
敌对,Ed33
敌方,Aj01
敌国,Di02
敌害,Da09
敌后,Cb12
敌机,Bo22
敌舰,Bo30
敌军,Aj01
敌寇,An03
敌楼,Bn01
敌情,Da21
敌酋,Af10
敌区,Dd05
敌群,Dn08
敌人,Aj01
敌杀死,Br13
敌视,Ed33
敌手,Aj01
敌台,Dm07
敌探,Ae11
敌特,Ae11
敌伪,Aj01
敌伪政府,Dm01
敌我,Aj01
敌我矛盾,Da12
敌穴,Cb29
敌焰,Da27
敌意,Df05
敌友,Dd05
敌占区,Cb13
敌阵,Dd07
敌众我寡,Jb02
敌忾同仇,Gb10
笛,Bp13
笛膜,Bp13
笛子,Bp13
狄,Di04
狄塞耳机,Bo01
涤,Fa21
涤除,Fa21
涤荡,Jd10
涤纶,Bm12
涤棉,Bq01
涤瑕荡秽,Ha04
翟,Bi11
嫡,Ed58
嫡传,Ie01
嫡派,Di10
嫡配,Ah08
嫡妻,Ah08
嫡亲,Ed58
嫡堂,Ed58
嫡系,Di10
抵,Jc04
抵补,Ih05
抵不上,Jb05
抵偿,Hi28
抵触,Jc04
抵达,Hf08
抵挡,Hb03
抵得上,Jb01
抵换,Hi27
抵抗,Hb03
抵扣,Hi28
抵赖,Hi22
抵命,Hm10
抵事,Ed47
抵死,Ka22
抵洼,Ea10
抵消,He14
抵押,He09
抵押品,Ba02
抵用,Ed47
抵御,Hb03
抵掌,Fa01
抵掌而谈,Hi12
抵帐,He08
抵账,He09
抵制,Hi39
抵罪,If11
抵忤,Jc04
抵牾,Jc04
底,Bc01
底板,Bp15
底版,Bp15
底本,Dk20
底边,Bc01
底部,Bc01
底册,Dk20
底层,Bc01
底端,Cb03
底肥,Bm18
底粪,Bm18
底稿,Dk19
底工,Dd12
底火,Bg03
底角,Cb23
底襟,Bq04
底孔,Cb22
底里,Da21
底码,Dk04
底牌,Da21
底盘,Bc05
底片,Bp15
底栖生物,Ba02
底气,Bg05
底情,Df04
底色,Bc01
底数,Dn03
底水,Bg01
底土,Bm04
底细,Da21
底下,Cb03
底下人,Af02
底限,Dd13
底线,Dd13
底薪,Dj07
底样,Bo15
底蕴,Dd12
底账,Dj04
底止,Dd13
底子,Dd12
底座,Bc05
地,Di09
地ｂｕ,Bi11
地ｑｉ,Dh01
地板,Bn05
地板刷,Bp02
地磅,Bo18
地保,Af08
地堡,Bn18
地标,Hg13
地表,Dd08
地表水,Be05
地鳖,Bi18
地波,Bg02
地步,Da21
地蚕,Bi18
地层,Cb07
地产,Dj03
地秤,Bo18
地冲,Be01
地处,Jd02
地磁,Bm02
地磁极,Dd13
地磁力,Dd14
地大物博,Ed39
地带,Cb08
地道,Cb22
地道战,Di11
地点,Cb08
地丁,Bh08
地动,Da09
地动仪,Bo18
地洞,Cb22
地段,Cb08
地方,Cb15
地方报,Dk21
地方病,Dl01
地方话,Dk06
地方军,Di11
地方时,Ca03
地方税,Dj06
地方戏,Dk29
地方性,Dd05
地方性植物,Ba02
地方志,Dk20
地方主义,De01
地肤,Bh08
地府,Dh02
地覆天翻,Ed15
地沟,Bn15
地瓜,Bh06
地广人稀,Ef04
地核,Df02
地黄,Br13
地黄牛,Bp35
地货,Ba04
地基,Bn05
地积,Dd05
地极,Dd13
地脊,Be04
地价,Dj02
地价款,Dj08
地价税,Dj06
地脚,Bn05
地脚螺栓,Bo03
地脚螺丝,Bo03
地角,Cb11
地角天涯,Cb11
地窖,Bn03
地界,Cb14
地久天长,Ed16
地炕,Bp27
地壳,Bc02
地空导弹,Bo31
地窟,Cb22
地块,Bb01
地矿,Ba08
地缆,Bp25
地牢,Dm02
地老虎,Bi18
地老天荒,Eb24
地雷,Bo28
地梨,Bh13
地理,Dc01
地理学,Dk03
地里,Bn12
地栗马蹄,Bh13
地利,Ed48
地利人和,If04
地沥青,Bm05
地力,Dd14
地邻,Eb21
地灵人杰,Al03
地炉,Bo19
地脉,Bk16
地貌,Dc01
地霉素,Br13
地面,Bc02
地面水,Bg01
地面站,Cb26
地名,Dd15
地膜,Bk17
地亩,Bn12
地盘,Dd05
地皮,Cb07
地痞,Ak03
地平天成,Ed50
地平线,Cb14
地铺,Cb01
地契,Di24
地气,Bg05
地勤,Di19
地球,Bd03
地球化学,Dk03
地球仪,Bo18
地区,Cb08
地区性,Dd01
地权,Di21
地热,Ia10
地热学,Dk03
地上,Cb01
地上茎,Bh10
地神,Dh01
地势,Dc01
地市,Cb08
地税,Dj06
地摊,Dm04
地毯,Bp28
地铁,Bo21
地头,Cb15
地头蛇,Ak03
地图,Dk18
地图集,Dk20
地委,Dm01
地位,Cb01
地温,Dn01
地文,Da22
地物,Ba01
地峡,Be01
地下,Cb07
地下茎,Bh10
地下室,Bn03
地下水,Be05
地下铁道,Bn11
地下修文,Ib03
地线,Bo04
地心,Dd09
地心吸力,Dd14
地心引力,Dd14
地形,Dc01
地形图,Dk18
地学,Dk03
地穴,Cb22
地压,Id21
地羊,Bi08
地衣,Bh04
地域,Cb08
地狱,Da21
地震,Da09
地震波,Bg02
地震烈度,Dn01
地震学,Dk03
地震仪,Bo18
地震震级,Di16
地政,Da01
地支,Ca01
地址,Cb08
地质,Dc01
地质队,Di10
地质图,Dk18
地质学,Dk03
地中海,Be05
地轴,Dn08
地主,Aj05
地主阶级,Di06
地租,Dj06
地幔,Bp29
地窨子,Bn03
地籁,Bg07
蒂,Bh12
第,Dn08
第二,Dn04
第二产业,Dj03
第二次色,Bg06
第二国际,Di02
第二颈椎,Bk13
第二声,Bg07
第三,Dn04
第三产业,Dj03
第三国际,Di02
第三声,Bg07
第三系,Dd06
第三者,Aj02
第室,Bn01
第四,Dn04
第四声,Bg07
第四系,Dd06
第一,Ka09
第一把手,Af10
第一产业,Dj03
第一国际,Di02
第一颈椎,Bk13
第一声,Bg07
第一线,Cb12
帝,Af05
帝弓,Bf04
帝国,Di02
帝国主义,Di08
帝国主义者,Af04
帝号,Dk04
帝君,Dh01
帝王,Af05
帝位,Di17
帝乡,Di03
帝制,Di08
帝子,Af06
帝祚,Di17
弟,Ah09
弟弟,Ah09
弟妇,Ah12
弟妹,Ah12
弟媳,Ah12
弟兄,Ah09
弟子,Ae13
弟子孩儿,Aa01
递,Hi27
递补,Ih05
递加,Ih05
递减,Ih05
递交,Hi27
递进,Je06
递送,Hi11
递眼色,Fc02
递增,Ih05
缔交,Hi01
缔结,Hi31
缔姻,Hj51
缔约,Hi31
缔约国,Di02
缔造,Hc05
颠,Bk02
颠倒,Id07
颠倒黑白,Hj66
颠倒是非,Hj66
颠覆,Ha06
颠来倒去,Ig04
颠连,Ef07
颠末,Da05
颠沛流离,Hj06
颠扑不破,Ed12
颠三倒四,Ed43
颠鸾倒凤,Ib09
颠簸,Id14
掂,Hj29
掂对,Hi27
掂掇,Gb03
掂斤播,Ee35
掂斤播两,Ee35
掂量,Gb01
滇红,Ec01
滇剧,Dk29
碘仿,Ba06
碘化钾,Ba06
碘化银,Bm01
碘酒,Br13
碘片,Ba02
碘酸,Ba06
碘钨灯,Bp01
点,Cb08
点〔钟〕,Ca30
点ｄｕ,Hg19
点拔,Hg02
点播,Hh03
点拨,Hg02
点补,Hj45
点窜,Hg18
点到为止,Fa34
点灯,Hj43
点滴,Eb01
点电荷,Hj24
点儿,Eb01
点发,Hb06
点焊,Hd06
点化,Hg02
点火,Hj57
点火器,Ba05
点饥,Hj45
点将,Hb02
点金成铁,Hg18
点卯,Hc19
点明,Hi14
点名,Hc19
点破,Hi20
点球,Id18
点燃,Hj43
点染,Hg19
点上,Cb03
点射,Hb06
点施,Hd23
点石成金,Hg18
点收,Hc07
点数,Hi13
点铁成金,Hg18
点头,Fc01
点头哈腰,Hi46
点头之交,Aj01
点心,Br09
点心店,Dm04
点验,Hc18
点钟,Ca30
点种,Hd20
点缀,Hd03
点子,Bg09
点字,Dk05
典,He09
典当,He09
典范,Dd11
典故,Db04
典籍,Dk20
典借,He09
典礼,Di13
典卖,He03
典试,Hc09
典型,Dd11
典押,He09
典雅,Di03
典章,Di24
靛,Ec02
靛蓝,Bm11
靛青,Bm11
垫,He10
垫板,Bm07
垫背,If10
垫背的,Ag07
垫被,Bp28
垫补,He07
